,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_util,total_acc,initial_list_status,application_type
22530,38832532,41616252,19750,19750,19750.0,1,19.24,515.29,E,21,Claims Examiner,1,2,39520.0,Not Verified,20,1,https://lendingclub.com/browse/loanDetail.action?loan_id=38832532,,debt_consolidation,Debt consolidation,922xx,CA,12.98,0,Sep-99,1,14,1,13.1,57,0,INDIVIDUAL
22534,1503452,1764995,8000,8000,8000.0,1,18.49,205.29,D,16,Westchester Medical Center,9,2,43000.0,Verified,48,1,https://lendingclub.com/browse/loanDetail.action?loan_id=1503452,"Borrower added on 08/28/12 > My loan is basically to pay for my small wedding preparation for December 1, 2012. I will definitely be paying the entire loan in February 2013. It was a last minute decision to get married and therefore, I need the funds to pay for it before the wedding date.<br><br>Thanks<br>",other,Other,109xx,NY,4.74,0,Aug-00,0,11,0,43.9,23,0,INDIVIDUAL
22552,43256376,46263124,18000,18000,18000.0,0,11.53,593.74,B,9,Purchasing Manager,9,0,48000.0,Not Verified,18,1,https://lendingclub.com/browse/loanDetail.action?loan_id=43256376,,debt_consolidation,Debt consolidation,800xx,CO,20.52,0,Dec-06,1,4,1,89.2,13,0,INDIVIDUAL
22572,46117587,49225428,15000,15000,15000.0,1,15.61,361.32,D,15,Machinist,4,0,43000.0,Verified,16,1,https://lendingclub.com/browse/loanDetail.action?loan_id=46117587,,debt_consolidation,Debt consolidation,927xx,CA,18.05,0,Aug-06,3,10,0,39.5,17,1,INDIVIDUAL
22576,999834,1225223,35000,35000,35000.0,1,20.89,945.0,F,25,District Construction LLC,10,1,77160.0,Source Verified,58,1,https://lendingclub.com/browse/loanDetail.action?loan_id=999834,Borrower added on 10/24/11 > pay off credit cards and loans<br/>,debt_consolidation,Debt Consolidation Loan,787xx,TX,9.35,0,Aug-95,1,16,0,33.2,44,0,INDIVIDUAL
22590,69991407,75009165,3000,3000,3000.0,0,17.27,107.41,D,17,Relationship Manager,2,1,70000.0,Source Verified,8,1,https://lendingclub.com/browse/loanDetail.action?loan_id=69991407,,other,Other,551xx,MN,19.04,0,Oct-99,3,11,0,47.9,17,1,INDIVIDUAL
22591,57662310,61415026,12000,12000,12000.0,0,12.69,402.13,C,11,staff nurse,9,0,120000.0,Not Verified,13,1,https://lendingclub.com/browse/loanDetail.action?loan_id=57662310,,major_purchase,Major purchase,601xx,IL,23.08,0,Jun-04,2,20,0,54.4,56,1,INDIVIDUAL
22604,78820215,84500952,25225,25225,25225.0,0,14.46,867.68,C,13,highway worker,-1,1,125000.0,Source Verified,4,1,https://lendingclub.com/browse/loanDetail.action?loan_id=78820215,,home_improvement,Home improvement,891xx,NV,7.67,0,May-00,0,13,1,31.0,21,0,INDIVIDUAL
22611,28222236,30735363,19875,19875,19875.0,1,18.24,507.44,D,19,Senior Communications Specialist,10,2,125658.0,Verified,23,1,https://lendingclub.com/browse/loanDetail.action?loan_id=28222236,,debt_consolidation,Debt consolidation,223xx,VA,35.21,0,Jul-98,0,10,0,68.1,21,1,INDIVIDUAL
22637,15670856,17763277,32875,32875,32775.0,1,19.99,870.7,E,20,Sr. Contract Specialist,5,2,78298.73,Verified,28,1,https://lendingclub.com/browse/loanDetail.action?loan_id=15670856,,debt_consolidation,Debt consolidation,322xx,FL,20.2,0,Aug-84,1,10,0,93.8,32,0,INDIVIDUAL
22643,21279925,23582827,7500,7500,7500.0,0,12.99,252.34,C,10,Backroom Team Member,2,0,18000.0,Source Verified,26,1,https://lendingclub.com/browse/loanDetail.action?loan_id=21279925,,credit_card,Credit card refinancing,283xx,NC,28.77,0,Dec-00,0,10,0,69.7,39,1,INDIVIDUAL
22645,63466823,67809589,10000,10000,10000.0,1,13.99,232.6,C,13,Work Leader,10,2,60000.0,Not Verified,11,1,https://lendingclub.com/browse/loanDetail.action?loan_id=63466823,,credit_card,Credit card refinancing,731xx,OK,12.57,1,Oct-02,1,16,0,64.2,39,1,INDIVIDUAL
22657,4197386,5339779,30000,30000,30000.0,1,15.31,718.89,C,11,Seneca Allegany Casino & Hotel,2,0,82000.0,Verified,41,1,https://lendingclub.com/browse/loanDetail.action?loan_id=4197386,,credit_card,Free me of Debt,147xx,NY,22.01,0,Jun-95,0,12,0,41.0,39,1,INDIVIDUAL
22663,3349387,4152072,4950,4950,4950.0,0,21.0,186.83,E,21,allways advertising,4,0,19200.0,Not Verified,43,1,https://lendingclub.com/browse/loanDetail.action?loan_id=3349387,,credit_card,debt payoff,072xx,NJ,13.13,0,Mar-08,1,9,0,67.6,11,0,INDIVIDUAL
22664,5626709,7008989,14000,14000,14000.0,0,15.31,487.49,C,13,Senior Project Manager,6,2,139000.0,Verified,31,1,https://lendingclub.com/browse/loanDetail.action?loan_id=5626709,Borrower added on 03/05/14 > My loan will be used for a new roof.<br>,debt_consolidation,Debt consolidation,741xx,OK,13.82,2,Mar-00,5,12,0,76.2,31,0,INDIVIDUAL
22670,58190638,61994366,18000,18000,18000.0,1,16.55,443.09,D,16,Selector,4,1,50000.0,Source Verified,13,1,https://lendingclub.com/browse/loanDetail.action?loan_id=58190638,,credit_card,Credit card refinancing,360xx,AL,36.52,0,Aug-10,1,8,0,60.8,14,1,INDIVIDUAL
22677,42263176,45229888,16700,16700,16700.0,1,25.57,495.67,F,29,Account Manager,3,0,42000.0,Source Verified,18,1,https://lendingclub.com/browse/loanDetail.action?loan_id=42263176,,debt_consolidation,Debt consolidation,925xx,CA,27.74,0,Apr-02,0,5,0,84.0,11,1,INDIVIDUAL
22691,74584482,79961277,16000,16000,16000.0,1,7.89,323.64,A,4,Owner,3,2,48058.0,Not Verified,6,1,https://lendingclub.com/browse/loanDetail.action?loan_id=74584482,,small_business,Business,756xx,TX,9.26,0,Jul-91,1,4,0,1.4,16,1,INDIVIDUAL
22694,81535574,87278449,25000,25000,25000.0,0,17.27,894.5,D,16,Senior Manager,8,0,107000.0,Verified,3,1,https://lendingclub.com/browse/loanDetail.action?loan_id=81535574,,debt_consolidation,Debt consolidation,222xx,VA,28.05,0,Apr-08,0,10,0,87.8,17,1,INDIVIDUAL
22702,17684150,19816656,4075,4075,4075.0,0,23.43,158.54,F,25,truck driver,10,0,37000.0,Not Verified,27,1,https://lendingclub.com/browse/loanDetail.action?loan_id=17684150,,other,Other,532xx,WI,12.33,0,Jul-00,2,10,0,74.0,18,1,INDIVIDUAL
22711,62804906,67119630,35000,35000,34975.0,0,16.99,1247.69,D,17,President,3,0,130000.0,Verified,11,1,https://lendingclub.com/browse/loanDetail.action?loan_id=62804906,,debt_consolidation,Debt consolidation,341xx,FL,16.55,0,May-83,1,13,0,73.5,20,0,INDIVIDUAL
22712,62247635,66444423,10800,10800,10800.0,0,17.57,388.04,D,18,Server,5,0,30000.0,Not Verified,10,1,https://lendingclub.com/browse/loanDetail.action?loan_id=62247635,Borrower added on 08/06/12 > I am going to pay all my credit card bills<br>,debt_consolidation,Debt consolidation,686xx,NE,37.48,2,Feb-10,1,10,0,69.8,14,0,INDIVIDUAL
22756,68489837,73379785,22500,22500,22475.0,1,26.99,687.25,G,30,,-1,2,50000.0,Verified,7,1,https://lendingclub.com/browse/loanDetail.action?loan_id=68489837,,debt_consolidation,Debt consolidation,840xx,UT,24.91,0,Jun-76,4,10,0,80.0,24,0,INDIVIDUAL
22758,7956834,9678883,5000,5000,5000.0,0,18.55,181.94,D,16,Bookkeeper,4,0,27000.0,Not Verified,35,1,https://lendingclub.com/browse/loanDetail.action?loan_id=7956834,Borrower added on 07/26/12 > I plan on using this loan only for debt consolidation.  I have 4 credit cards and 1 line of credit I would like to use this loan to pay off completely.  I will then have one loan to pay off instead of my 5 separate bills.<br>,credit_card,Reimburse,111xx,NY,5.47,0,Feb-07,1,6,0,35.5,13,1,INDIVIDUAL
22765,20720888,22993401,4000,4000,4000.0,0,13.98,136.34,C,12,English Teacher,5,0,35000.0,Not Verified,26,1,https://lendingclub.com/browse/loanDetail.action?loan_id=20720888,,other,Other,460xx,IN,17.15,0,Jul-03,0,23,1,38.5,33,0,INDIVIDUAL
22771,6184904,7657052,28125,28125,28125.0,1,20.31,750.18,D,19,ADP,5,2,63000.0,Verified,38,1,https://lendingclub.com/browse/loanDetail.action?loan_id=6184904,,debt_consolidation,Debt Consolidation,301xx,GA,23.19,0,Mar-92,0,23,0,62.3,44,1,INDIVIDUAL
22782,7070133,8732150,6000,6000,6000.0,0,18.25,217.97,D,16,Arizona Chemical,10,2,40000.0,Not Verified,36,1,https://lendingclub.com/browse/loanDetail.action?loan_id=7070133,,debt_consolidation,Consolidation,446xx,OH,17.31,2,Apr-02,0,5,0,75.3,13,0,INDIVIDUAL
22787,20728852,23001650,17600,17600,17600.0,1,24.5,511.27,F,27,CFSI,2,2,45000.0,Verified,26,1,https://lendingclub.com/browse/loanDetail.action?loan_id=20728852,,credit_card,Credit card refinancing,164xx,PA,27.9,0,Jan-03,2,18,0,77.1,49,1,INDIVIDUAL
22791,5224916,6567084,17625,17625,17600.0,1,16.29,431.15,C,13,American Eagle Airlines,10,2,65000.0,Source Verified,40,1,https://lendingclub.com/browse/loanDetail.action?loan_id=5224916,,debt_consolidation,Debt Consolidation,330xx,FL,12.88,0,Feb-78,1,12,0,74.0,33,0,INDIVIDUAL
22792,58973332,62836050,17600,17600,17600.0,1,17.86,445.52,D,19,"Partner, Advanced Trainer",1,0,40000.0,Not Verified,12,1,https://lendingclub.com/browse/loanDetail.action?loan_id=58973332,,credit_card,Credit card refinancing,794xx,TX,20.03,0,Sep-00,0,16,0,76.3,39,0,INDIVIDUAL
22803,5800238,7231986,18000,18000,17975.0,0,10.64,586.31,B,6,Charlotte mecklenburg school system,10,2,48000.0,Verified,38,1,https://lendingclub.com/browse/loanDetail.action?loan_id=5800238,,credit_card,Debt payoff,282xx,NC,18.77,0,Sep-96,1,9,0,70.7,15,0,INDIVIDUAL
22807,57286358,60989154,35000,35000,34850.0,0,14.65,1207.38,C,14,Sales Director,2,2,195000.0,Source Verified,13,1,https://lendingclub.com/browse/loanDetail.action?loan_id=57286358,,debt_consolidation,Debt consolidation,370xx,TN,25.39,0,May-99,0,16,0,64.5,41,0,INDIVIDUAL
22814,515070,665822,25000,25000,23000.0,0,19.41,921.35,F,28,pechanga resort & casino,5,2,75000.0,Verified,76,1,https://lendingclub.com/browse/loanDetail.action?loan_id=515070,"Borrower added on 05/12/10 > I have additional income from wife receiving permament disability from social security of $1,070 per month and we receive $1,000 per month from relatives that live with us.<br/> Borrower added on 05/13/10 > I also own and operate a hot dog cart  in operation 4 days a week at dmv  and at festivals throughout the city of temecula.  net profit about 2500.00 per month which is shared by myself and sister-inlaw<br/> Borrower added on 05/13/10 > also co-own hot dog cart with sister in-law  net profit is around 2000.00 per month which is divided in half  name of business is ""the family hot dog cart"".  We are licensed and have city and state permit to operate.  will be doing more city functions in future to earn more capital.  right now we are located near dmv in temecula ca.<br/> Borrower added on 05/13/10 > The profit from the hot dog cart is $2000.00 not $2500.00 i hit the wrong key.<br/> Borrower added on 05/21/10 > I WOULD LIKE TO THANK ALL OF YOU THAT TOOK THE TIME LOOKING OVER MY LOAN. WITH ONLY THREE DAYS LEFT TO FUND IT LOOKS LIKE I'M GOING TO COME UP SHORT, BUT I LOVE THE CONCEPT OF LENDING CLUB.<br/><br/>THANKS FOR ALL YOUR HELP<br/> Borrower added on 05/23/10 > down to last two days!!  thanks to all of you who have helped us.  much appreciated  and wont let you down !!    Eddie and Karen<br/>",credit_card,ec loan,925xx,CA,22.2,0,Aug-00,1,11,1,93.3,25,0,INDIVIDUAL
22825,57528520,61281249,5000,5000,5000.0,0,13.33,169.18,C,12,Security Officer,1,2,48000.0,Source Verified,13,1,https://lendingclub.com/browse/loanDetail.action?loan_id=57528520,,home_improvement,Home improvement,681xx,NE,27.93,0,Jul-06,1,13,0,80.1,37,1,INDIVIDUAL
22832,26218577,28691522,4000,4000,4000.0,0,24.08,156.82,F,26,dept manager,9,0,50000.0,Verified,24,1,https://lendingclub.com/browse/loanDetail.action?loan_id=26218577,,major_purchase,Major purchase,945xx,CA,34.59,0,Jul-05,1,14,0,56.2,28,0,INDIVIDUAL
22838,52057851,55487610,21600,21600,21600.0,1,16.55,531.33,D,16,Lead cook,9,2,45000.0,Source Verified,15,1,https://lendingclub.com/browse/loanDetail.action?loan_id=52057851,,credit_card,Credit card refinancing,321xx,FL,31.67,0,May-10,1,13,0,55.5,22,0,INDIVIDUAL
22857,75235084,80656934,16000,16000,16000.0,1,8.39,327.2,B,5,Conductor,4,0,73000.0,Verified,6,1,https://lendingclub.com/browse/loanDetail.action?loan_id=75235084,"Borrower added on 01/13/11 > I plan to use the funds given to me to pay off higher interest credit card debt that I incurred when I was younger. I would prefer to pay interest to individual people vs. credit card companies. My goal is to be completely debt free in 3 years, outside of my mortgage, and I recently paid off all my student loans, which was an amazing feeling.<br/>I am a very responsible borrower and always make my payments on time. I am also living a credit-free life right now- only carrying my credit card in case of emergency.<br/>I have worked at the same company for five years. I'm highly valued there and my work is very stable. I take home $8900 a month after taxes, etc. and have more than enough disposable income to meet my debt payments.<br/>Thank you, in advance, if you choose to help me.<br/>",debt_consolidation,Debt consolidation,993xx,WA,26.96,0,Nov-00,0,9,0,45.4,23,1,INDIVIDUAL
22862,19205720,21408474,12000,12000,12000.0,0,9.17,382.72,B,5,Sales Manager,10,0,77400.0,Not Verified,27,1,https://lendingclub.com/browse/loanDetail.action?loan_id=19205720,,credit_card,Credit card refinancing,917xx,CA,19.84,0,Dec-87,0,11,0,73.0,15,0,INDIVIDUAL
22866,75800413,81268214,9500,9500,9500.0,0,9.75,305.36,B,7,Regional Account Manager,2,0,75000.0,Not Verified,5,1,https://lendingclub.com/browse/loanDetail.action?loan_id=75800413,,debt_consolidation,Debt consolidation,331xx,FL,11.04,3,Apr-80,0,6,0,48.6,10,1,INDIVIDUAL
22868,19166161,21368882,10000,10000,10000.0,0,16.99,356.31,D,17,BUS DRIVER,2,2,33000.0,Not Verified,27,1,https://lendingclub.com/browse/loanDetail.action?loan_id=19166161,,home_improvement,Home improvement,891xx,NV,17.16,0,Dec-03,1,12,0,50.3,22,0,INDIVIDUAL
22880,20118204,22380861,6800,6800,6800.0,0,13.35,230.41,C,11,traffic manager,10,0,34900.0,Not Verified,26,1,https://lendingclub.com/browse/loanDetail.action?loan_id=20118204,Borrower added on 02/24/13 > Pay creditors off.<br>,debt_consolidation,Debt consolidation,178xx,PA,15.72,1,Apr-95,0,6,0,49.3,18,1,INDIVIDUAL
22910,30726382,33279605,10000,10000,10000.0,1,16.29,244.79,D,16,Bankruptcy representative,1,0,50000.0,Source Verified,23,1,https://lendingclub.com/browse/loanDetail.action?loan_id=30726382,,debt_consolidation,Debt consolidation,322xx,FL,14.64,0,Feb-07,0,10,0,38.1,10,1,INDIVIDUAL
22924,38624121,41407834,8400,8400,8400.0,0,11.44,276.66,B,8,consultant,4,2,70000.0,Not Verified,20,1,https://lendingclub.com/browse/loanDetail.action?loan_id=38624121,,debt_consolidation,Debt consolidation,218xx,MD,9.84,0,Jul-08,0,6,0,38.4,16,0,INDIVIDUAL
22948,51937685,55367456,15000,15000,15000.0,0,9.99,484.2,B,7,Teacher,10,0,69154.0,Not Verified,15,1,https://lendingclub.com/browse/loanDetail.action?loan_id=51937685,,debt_consolidation,Debt consolidation,234xx,VA,14.87,0,Jun-93,0,27,0,18.3,56,0,INDIVIDUAL
22955,43579831,46606572,4475,4475,4475.0,0,17.57,160.6,D,18,TEACHER,4,0,62000.0,Verified,18,1,https://lendingclub.com/browse/loanDetail.action?loan_id=43579831,,major_purchase,Major purchase,275xx,NC,32.37,0,Jul-01,2,13,1,52.0,36,0,INDIVIDUAL
22970,39670567,42494337,6000,6000,6000.0,0,13.66,204.15,C,12,SHIFT LEADER,10,0,19500.0,Source Verified,19,1,https://lendingclub.com/browse/loanDetail.action?loan_id=39670567,,other,Other,741xx,OK,23.72,0,Mar-95,0,10,0,68.1,13,0,INDIVIDUAL
22985,7854673,9576815,22750,22750,22750.0,1,23.1,643.02,E,23,Technology Coordinator/Teacher,10,0,50740.0,Verified,35,1,https://lendingclub.com/browse/loanDetail.action?loan_id=7854673,Borrower added on 07/27/11 > Repairing structural damage for minor termite damage.<br/>null,debt_consolidation,Debt consolidation,767xx,TX,19.48,0,Apr-98,0,19,0,69.3,37,0,INDIVIDUAL
23002,38579763,41363717,12375,12375,12375.0,1,17.14,308.53,D,18,Forklift Driver,8,0,58000.0,Source Verified,20,1,https://lendingclub.com/browse/loanDetail.action?loan_id=38579763,Borrower added on 10/21/13 > Ridding myself of credit card debt for good!<br>,debt_consolidation,Debt consolidation,276xx,NC,39.57,0,Jun-06,1,14,0,54.6,17,1,INDIVIDUAL
23010,14318239,16370619,16900,16900,16900.0,1,15.61,407.25,C,14,Program Chair,5,1,52000.0,Source Verified,29,1,https://lendingclub.com/browse/loanDetail.action?loan_id=14318239,,credit_card,Credit card refinancing,435xx,OH,25.62,0,May-02,1,21,0,64.4,33,0,INDIVIDUAL
23024,38626161,41409960,15000,15000,15000.0,1,19.99,397.12,E,22,Maint mech,3,0,45000.0,Source Verified,20,1,https://lendingclub.com/browse/loanDetail.action?loan_id=38626161,,debt_consolidation,Debt consolidation,021xx,MA,32.15,0,Oct-89,0,9,0,40.5,13,1,INDIVIDUAL
23026,46783398,49931163,30000,30000,30000.0,1,16.99,745.69,D,17,Registered Nurse,2,2,97000.0,Verified,17,1,https://lendingclub.com/browse/loanDetail.action?loan_id=46783398,,debt_consolidation,Debt consolidation,300xx,GA,22.79,0,May-97,0,14,0,88.9,27,1,INDIVIDUAL
23039,53474216,57004935,3200,3200,3200.0,0,12.69,107.06,C,11,Manufacturing Engineer,2,2,57450.0,Not Verified,15,1,https://lendingclub.com/browse/loanDetail.action?loan_id=53474216,,credit_card,Credit card refinancing,472xx,IN,14.95,0,Jul-09,1,7,0,42.4,10,1,INDIVIDUAL
23042,28694607,31217844,2400,2400,2400.0,0,16.29,84.76,D,16,medical techician,8,0,39000.0,Verified,23,1,https://lendingclub.com/browse/loanDetail.action?loan_id=28694607,,debt_consolidation,Debt consolidation,327xx,FL,39.13,0,Oct-04,2,14,0,79.7,24,1,INDIVIDUAL
23051,1263541,1507135,8000,8000,8000.0,0,19.99,297.45,E,20,New York Methodist Hospital,10,0,55000.0,Verified,52,1,https://lendingclub.com/browse/loanDetail.action?loan_id=1263541,"Borrower added on 04/24/12 > I am starting Export Business of Used Tires, and Auto Parts from United States to Caribbean. I currently have buyers in place abroad and my suppliers are in place waiting for my orders<br>",small_business,Export Business,114xx,NY,15.88,0,Jun-05,0,9,0,97.4,15,0,INDIVIDUAL
23059,10180003,12031528,14000,14000,14000.0,0,18.25,508.05,D,17,Heavy Equipment Operator,2,0,42000.0,Not Verified,32,1,https://lendingclub.com/browse/loanDetail.action?loan_id=10180003,Borrower added on 01/01/14 > Pay off truck and credit cards relocation<br><br> Borrower added on 01/01/14 > Pay off truck credit cards<br><br> Borrower added on 01/01/14 > Pay off truck and credit cards<br>,debt_consolidation,credit card,775xx,TX,28.43,3,Jan-01,1,12,0,48.9,49,0,INDIVIDUAL
23065,43739145,46755858,14700,14700,14700.0,1,19.52,385.59,E,22,Machinist,9,2,105000.0,Source Verified,17,1,https://lendingclub.com/browse/loanDetail.action?loan_id=43739145,,debt_consolidation,Debt consolidation,756xx,TX,27.48,0,Jul-04,3,12,0,64.0,32,1,INDIVIDUAL
23087,61782698,65952426,8000,8000,7975.0,0,12.69,268.42,C,11,Insurance Broker,10,2,95500.0,Source Verified,11,1,https://lendingclub.com/browse/loanDetail.action?loan_id=61782698,,debt_consolidation,Debt consolidation,103xx,NY,26.98,3,Dec-91,0,14,0,42.2,34,0,INDIVIDUAL
23099,44066735,47083506,16375,16375,16375.0,1,18.25,418.11,E,20,"service tech, and installer",10,0,41000.0,Verified,17,1,https://lendingclub.com/browse/loanDetail.action?loan_id=44066735,,debt_consolidation,Debt consolidation,226xx,VA,36.6,0,Mar-04,0,8,0,70.5,24,1,INDIVIDUAL
23113,5154860,6477044,22750,22750,22750.0,0,13.11,767.73,B,8,Ascension Parish Public Schools,10,1,51000.0,Verified,40,1,https://lendingclub.com/browse/loanDetail.action?loan_id=5154860,,home_improvement,Home improvements,707xx,LA,21.77,0,Mar-86,0,5,0,89.7,23,1,INDIVIDUAL
23120,41131437,44007267,10000,10000,10000.0,0,9.17,318.82,B,6,Reporter,5,0,80000.0,Not Verified,19,1,https://lendingclub.com/browse/loanDetail.action?loan_id=41131437,,credit_card,Credit card refinancing,900xx,CA,18.23,1,Mar-03,0,17,0,40.6,32,0,INDIVIDUAL
23121,743690,942003,10000,10000,10000.0,0,11.99,332.36,B,9,Dominos Pizza,3,0,45000.0,Not Verified,64,1,https://lendingclub.com/browse/loanDetail.action?loan_id=743690,Borrower added on 04/30/11 > Money will be used to buy a used 2009 Honda Civic.<br/>,car,Help with a vehicle,745xx,OK,14.48,1,Aug-02,0,12,0,5.2,18,0,INDIVIDUAL
23149,38449950,41233885,11450,11450,11450.0,1,21.99,315.89,E,24,Trainer,4,2,32000.0,Source Verified,20,1,https://lendingclub.com/browse/loanDetail.action?loan_id=38449950,,debt_consolidation,Debt consolidation,359xx,AL,34.82,0,Aug-94,1,6,0,99.8,14,1,INDIVIDUAL
